name,value,unit,source,derivation
demand_independent_spent_months_18_36,7878965.146523,USD,cohorts.csv,the demand-independent block spent in months 18 to 36
demand_independent_share_months_18_36,0.315191,share,cohorts.csv,that as a share of the whole block
demand_independent_spent_months_36_60,11024828.094644,USD,cohorts.csv,the demand-independent block spent in months 36 to 60
demand_independent_share_months_36_60,0.441039,share,cohorts.csv,that as a share of the whole block
demand_independent_spent_months_24_60,16243279.425687,USD,cohorts.csv,the demand-independent block spent in months 24 to 60
demand_independent_share_months_24_60,0.649798,share,cohorts.csv,that as a share of the whole block
demand_independent_share_after_gtm,0.942550,share,cohorts.csv,the share of the demand-independent block spent AFTER the United Kingdom go-to-market month
offtest_mechanism_count,8,count,offtest.csv,row count
offtest_all_exact,True,boolean,offtest.csv,every mechanism reproduces the base run exactly when switched off
offtest_all_move_when_on,True,boolean,offtest.csv,"every mechanism changes the run when switched on, so none is inert"
offtest_mechanism_names,feedback; appstore_zero; fx_fixed; creator_zero; onshore_zero; residual_zero; pool_reacq_published; stop_acquisition_never,text,offtest.csv,"every mechanism tested, in file order"
omission_line_count,19,count,omissions.csv,"rows naming an absent cost line, excluding the total row"
omission_zero_line_count,8,count,omissions.csv,"of those, the ones priced at zero"
omission_line_names,"refunds, chargebacks and failed payments; insurance: professional indemnity, cyber and directors; recruitment fees; out-of-hours operations rota; penetration testing and vulnerability disclosure; intercompany markup and Indian tax on it; age assurance on non-converting checks; consumer subscription regime: renewal reminders, cooling off, easy exit; trial-to-paid conversion and involuntary churn; institution channel variable cost other than inference; institution contract revenue lost to annual recognition; agency margin or off-payroll on-cost on examiner time; organic and referred acquisition; accessibility conformance and audit; corporation tax on trading profit; translation and localisation; regulatory enforcement exposure; examiner supply, as a quantity rather than a price; specification change and curriculum reform",text,omissions.csv,"every absent_cost_line in file order, excluding the total row"
omission_zero_line_names,"consumer subscription regime: renewal reminders, cooling off, easy exit; trial-to-paid conversion and involuntary churn; institution contract revenue lost to annual recognition; organic and referred acquisition; corporation tax on trading profit; translation and localisation; regulatory enforcement exposure; examiner supply, as a quantity rather than a price",text,omissions.csv,"the absent_cost_line values priced at zero, in file order"
omission_refunds_chargebacks_and_failed_payments_low,368323.045902,USD,omissions.csv,one to three per cent of modelled gross consumer revenue
omission_refunds_chargebacks_and_failed_payments_high,1104969.137705,USD,omissions.csv,one to three per cent of modelled gross consumer revenue
omission_refunds_chargebacks_and_failed_payments_share_high_pct,2.742500,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_insurance_low,135000.000000,USD,omissions.csv,thirty to eighty thousand dollars a year from the UK go-to-market month to the end of the horizon
omission_insurance_high,360000.000000,USD,omissions.csv,thirty to eighty thousand dollars a year from the UK go-to-market month to the end of the horizon
omission_insurance_share_high_pct,0.893500,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_recruitment_fees_low,123941.945012,USD,omissions.csv,twelve to twenty per cent of first-year salary on thirty-five hires at the median Bengaluru salary
omission_recruitment_fees_high,206569.908354,USD,omissions.csv,twelve to twenty per cent of first-year salary on thirty-five hires at the median Bengaluru salary
omission_recruitment_fees_share_high_pct,0.512700,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_out_of_hours_operations_rota_low,449379.320121,USD,omissions.csv,two to four posts at the median Bengaluru salary and overhead multiplier with a thirty per cent night premium
omission_out_of_hours_operations_rota_high,898758.640242,USD,omissions.csv,two to four posts at the median Bengaluru salary and overhead multiplier with a thirty per cent night premium
omission_out_of_hours_operations_rota_share_high_pct,2.230700,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_penetration_testing_and_vulnerability_disclosure_low,112500.000000,USD,omissions.csv,twenty-five to sixty thousand dollars a year over the same period
omission_penetration_testing_and_vulnerability_disclosure_high,270000.000000,USD,omissions.csv,twenty-five to sixty thousand dollars a year over the same period
omission_penetration_testing_and_vulnerability_disclosure_share_high_pct,0.670100,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_intercompany_markup_and_indian_tax_on_it_low,161213.393217,USD,omissions.csv,"a ten to fifteen per cent cost-plus markup on the Bengaluru people cost, taxed at twenty-five per cent"
omission_intercompany_markup_and_indian_tax_on_it_high,241820.089825,USD,omissions.csv,"a ten to fifteen per cent cost-plus markup on the Bengaluru people cost, taxed at twenty-five per cent"
omission_intercompany_markup_and_indian_tax_on_it_share_high_pct,0.600200,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_age_assurance_on_non_converting_checks_low,425848.272834,USD,omissions.csv,"the model bills one check per acquisition; at two to five checks per acquired household, which is a conservative funnel for a consumer trial, the line is two to five times what is modelled, so the ABSENT part is one to four times it"
omission_age_assurance_on_non_converting_checks_high,1703393.091336,USD,omissions.csv,"the model bills one check per acquisition; at two to five checks per acquired household, which is a conservative funnel for a consumer trial, the line is two to five times what is modelled, so the ABSENT part is one to four times it"
omission_age_assurance_on_non_converting_checks_share_high_pct,4.227800,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_consumer_subscription_regime_low,0.000000,USD,omissions.csv,"zero as a cost line, because these are retention mechanics rather than costs. The size is not zero: scaling both churn drivers by 25 per cent, which is this file's prior on what a reminder-and-easy-exit regime does to a consumer book, costs 4,950,548 of terminal cash, shared with the row below"
omission_consumer_subscription_regime_high,0.000000,USD,omissions.csv,"zero as a cost line, because these are retention mechanics rather than costs. The size is not zero: scaling both churn drivers by 25 per cent, which is this file's prior on what a reminder-and-easy-exit regime does to a consumer book, costs 4,950,548 of terminal cash, shared with the row below"
omission_consumer_subscription_regime_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_trial_to_paid_conversion_and_involuntary_churn_low,0.000000,USD,omissions.csv,"zero as a cost line: an acquisition is a paying household immediately, and failed payments reduce cash without reducing the book, so involuntary churn is absent from retention entirely. The size is the same 4,950,548 churn stress as the row above, not a second independent amount"
omission_trial_to_paid_conversion_and_involuntary_churn_high,0.000000,USD,omissions.csv,"zero as a cost line: an acquisition is a paying household immediately, and failed payments reduce cash without reducing the book, so involuntary churn is absent from retention entirely. The size is the same 4,950,548 churn stress as the row above, not a second independent amount"
omission_trial_to_paid_conversion_and_involuntary_churn_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_institution_channel_variable_cost_other_than_inference_low,6298.117379,USD,omissions.csv,"support, hosting, payment processing and age assurance are driven by active consumer households only, so an institution seat carries none of them. Priced at half to one and a half times the consumer variable lines scaled by the channel's revenue share, which is small, so this is a lower bound on the channel's cost as the no-schools scenario is a lower bound on its value"
omission_institution_channel_variable_cost_other_than_inference_high,18894.352138,USD,omissions.csv,"support, hosting, payment processing and age assurance are driven by active consumer households only, so an institution seat carries none of them. Priced at half to one and a half times the consumer variable lines scaled by the channel's revenue share, which is small, so this is a lower bound on the channel's cost as the no-schools scenario is a lower bound on its value"
omission_institution_channel_variable_cost_other_than_inference_share_high_pct,0.046900,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_institution_contract_revenue_lost_to_annual_recognition_low,0.000000,USD,omissions.csv,"zero, and it is a timing artefact rather than a cost: school_live only updates in the renewal month, so a contract signed in October is paid for that month and earns nothing until the following September, and contracts landing in the last five months of the horizon are never recognised at all. It makes the institution channel look worse than the plan describes"
omission_institution_contract_revenue_lost_to_annual_recognition_high,0.000000,USD,omissions.csv,"zero, and it is a timing artefact rather than a cost: school_live only updates in the renewal month, so a contract signed in October is paid for that month and earns nothing until the following September, and contracts landing in the last five months of the horizon are never recognised at all. It makes the institution channel look worse than the plan describes"
omission_institution_contract_revenue_lost_to_annual_recognition_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_agency_margin_or_off_payroll_on_cost_on_examiner_time_low,900795.764787,USD,omissions.csv,"fifteen to thirty per cent on the examiner share of the content line. The counter-argument is that examiner_rate_gbp_hr spans a wide range and an agency margin is inside it; that argument would dissolve most of this file, so the line is written down instead"
omission_agency_margin_or_off_payroll_on_cost_on_examiner_time_high,1801591.529574,USD,omissions.csv,"fifteen to thirty per cent on the examiner share of the content line. The counter-argument is that examiner_rate_gbp_hr spans a wide range and an agency margin is inside it; that argument would dissolve most of this file, so the line is written down instead"
omission_agency_margin_or_off_payroll_on_cost_on_examiner_time_share_high_pct,4.471500,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_organic_and_referred_acquisition_low,0.000000,USD,omissions.csv,"zero, and it is a revenue mechanic rather than a cost: there is no unpaid channel in the model at all. Sizing it needs an organic-share prior, which would be an invention, and it would interact with the budget cap and the pool term rather than adding to them. It has a known sign: every path here is pessimistic by whatever the real organic share is"
omission_organic_and_referred_acquisition_high,0.000000,USD,omissions.csv,"zero, and it is a revenue mechanic rather than a cost: there is no unpaid channel in the model at all. Sizing it needs an organic-share prior, which would be an invention, and it would interact with the budget cap and the pool term rather than adding to them. It has a known sign: every path here is pessimistic by whatever the real organic share is"
omission_organic_and_referred_acquisition_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_accessibility_conformance_and_audit_low,33750.000000,USD,omissions.csv,"fifteen to forty thousand dollars a year, from roughly halfway through the horizon"
omission_accessibility_conformance_and_audit_high,90000.000000,USD,omissions.csv,"fifteen to forty thousand dollars a year, from roughly halfway through the horizon"
omission_accessibility_conformance_and_audit_share_high_pct,0.223400,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_corporation_tax_on_trading_profit_low,0.000000,USD,omissions.csv,zero: no scenario in this instrument returns a taxable trading profit inside the horizon
omission_corporation_tax_on_trading_profit_high,0.000000,USD,omissions.csv,zero: no scenario in this instrument returns a taxable trading profit inside the horizon
omission_corporation_tax_on_trading_profit_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_translation_and_localisation_low,0.000000,USD,omissions.csv,zero: the plan of record expands only across English-speaking curricula
omission_translation_and_localisation_high,0.000000,USD,omissions.csv,zero: the plan of record expands only across English-speaking curricula
omission_translation_and_localisation_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_regulatory_enforcement_exposure_low,0.000000,USD,omissions.csv,"zero, and deliberately so: no probability of enforcement is modelled. Against the modelled cost lines, the smallest penalty in the vault's verified United Kingdom set is 2,476,500 dollars and exceeds 7 of the 11 non-zero cost lines; the largest is 18,376,900 dollars and exceeds 11 of them. Only the largest exceeds the whole modelled content line, and only the largest exceeds the seed round"
omission_regulatory_enforcement_exposure_high,0.000000,USD,omissions.csv,"zero, and deliberately so: no probability of enforcement is modelled. Against the modelled cost lines, the smallest penalty in the vault's verified United Kingdom set is 2,476,500 dollars and exceeds 7 of the 11 non-zero cost lines; the largest is 18,376,900 dollars and exceeds 11 of them. Only the largest exceeds the whole modelled content line, and only the largest exceeds the seed round"
omission_regulatory_enforcement_exposure_share_high_pct,0.000000,per cent,omissions.csv,high_share_of_total_cost as a percentage
omission_examiner_supply_as_a_quantity_rather_than_a_price_low,0.000000,USD,omissions.csv,"zero: the model prices examiner time and never asks whether it exists. The month-18 United Kingdom scope is 18.7 full item-bank equivalents after board reuse, which at the median item count and validation minutes and the ten per cent second-validation sample is about 22,779 hours of qualified examiner time, and the rate is perfectly elastic"
